"","X","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"5542",5542,"Giri Shan Rajahram","False","2021-02-14","Translating vaccine trial efficacy results to real-world effectiveness using mRNA vaccine… ","['COVID19', 'PfizerBioNTech']",2,1,3,0,0,0,1,1.5,"AVG","NEU",64
"5548",5548,"David Usharauli","False","2021-02-13","There is so much data in this paper. Well done. B.1.351 variant is on average 100-fold more resistant to neutraliz… ","",1,7,9,0.2732,0.1,0,0.9,7.5,"AVG","POS",63
"5550",5550,"CHEManager International","False","2021-02-13","A German pressure group calling itself has started a campaign called calling on… ","['BiontechLeaks']",1,3,2,-0.296,0,0.155,0.845,2.75,"AVG","NEG",63
"5556",5556,"Mike Dixon 🇪🇺","True","2021-02-13","First vaccine done! for me. Thank you ","['PfizerBiontech', 'nhs', 'PfizerVaccine', 'CoronaVaccine']",2,0,43,0.4199,0.318,0,0.682,10.75,"HIGH","POS",63
"5561",5561,"Michael Schwenk","False","2021-02-13","Valentine's day gift anybody? ","['ValentinesDay', 'PfizerBiontech', 'vaccine']",2,0,1,0.4404,0.492,0,0.508,0.25,"LOW","POS",63
"5564",5564,"Glasgow Girl","False","2021-02-17"," MSM will tell you these ""vaccines"" are safe and thoroughly checked etc. How can any… ","['PfizerVaccine', 'PfizerBioNTech']",2,8,19,0.4404,0.172,0,0.828,10.75,"HIGH","POS",67
"5566",5566,"Kinetic Business Solutions Middle East","False","2021-02-15","Israel's largest healthcare provider reported a 94% drop in symptomatic infections among 600,000 people who receive… ","",1,0,0,-0.2732,0,0.123,0.877,0,"LOW","NEG",65
"5572",5572,"Mark 😷🎧🎶🔴⚪️💙 #IStandWithDan","False","2021-02-15","the jab is 95% effective at preventing illness granted..it uses a new technology to achi… ","['PfizerBiontech', 'SARScov2']",2,0,1,0.0772,0.164,0.201,0.635,0.25,"LOW","POS",65
"5576",5576,"Beyond NOW","False","2021-02-15","HUMAN LIFE WITH THE VIRUS ","['SocialDistancing', 'coivd19', 'coronavirus', 'humanlife', 'sparce']",3,0,0,0,0,0,1,0,"LOW","NEU",65
"5578",5578,"Kempton Lam 🇨🇦","False","2021-02-14"," Mr. O'Toole took a calculated (bad?) bet for himself &amp; his party on… ","['BetTheHouse']",1,1,2,-0.2023,0.157,0.203,0.64,1.25,"AVG","NEG",64
"5580",5580,"Nancy Laurent","False","2021-02-14"," Oh really? No deaths? USA is a weird exception then because in Europe we have accounted 1385 DEATHS on… ","",1,0,0,-0.5504,0,0.211,0.789,0,"LOW","NEG",64
"5583",5583,"Berenice Golding","False","2021-02-14","Day 1 - post report to let you know that the only sign that I’ve had 1st dose of ","['vaccine', 'PfizerBiontech']",2,3,23,0,0,0,1,8,"AVG","NEU",64
"5584",5584,"European Research Council (ERC)","True","2021-02-14","Science’s role in tackling the fake news, investing in breakthrough research -… ","['COVID19', 'PfizerBiontech', 'vaccine']",2,4,8,-0.4767,0,0.22,0.78,5,"AVG","NEG",64
"5586",5586,"Lucid Capital","False","2021-02-14","Large scale field-proven data of efficacy. 94% efficacy - very similar results to the cli… ","['PfizerBiontech', 'Vaccine']",2,0,1,0,0,0,1,0.25,"LOW","NEU",64
"5588",5588,"Euronews Albania","False","2021-02-14"," donates 4.860 jabs to ➡️ ","['Serbia', 'PfizerBiontech', 'NorthMacedonia']",2,0,0,0,0,0,1,0,"LOW","NEU",64
"5589",5589,"Prof Daniela La Penna","False","2021-02-14","My 81-year-old dad has received his first dose of the Next jab in 21 days. All h… ","['PfizerBiontech', 'COVID19', 'vaccine']",2,0,21,0,0,0,1,5.25,"AVG","NEU",64
"5591",5591,"Mayamahmoud","False","2021-02-14","Covid-19 Vaccinated ✅ In science we trust ","['PfizerBiontech', 'AUBMC', 'Lebanon']",2,0,50,0.5106,0.268,0,0.732,12.5,"HIGH","POS",64
"5592",5592,"Sarah El Deeb","True","2021-02-14","1st jabs of in the small country facing numerous problems, includin… ","['PfizerBioNTech', 'coronavirus', 'Vaccine', 'Lebanon']",2,3,6,-0.4019,0,0.213,0.787,3.75,"AVG","NEG",64
"5599",5599,"Liza Ayach","False","2021-02-16","Dubai gets fresh supplies of via ","['PfizerBioNTech', 'vaccine']",2,0,0,0.3182,0.315,0,0.685,0,"LOW","POS",66
"5601",5601,"Gavin in Istanbul","False","2021-02-16","North Korea accused of hacking Pfizer for Covid-19 vaccine data ","['COVID19', 'coronavirus', 'NorthKorea', 'DPRK']",2,0,0,-0.296,0,0.196,0.804,0,"LOW","NEG",66
"5604",5604,"Asia & World News","False","2021-02-16","Malaysian Prime Minister has announced earlier this morning, that the vaccination dri… ","['MuhyiddinYassin', 'coronavirus']",2,0,0,0,0,0,1,0,"LOW","NEU",66
"5605",5605,"Sean Flynn 👨🏻‍🔬🌹","False","2021-02-16","Delighted to have recieved my vaccine at Southport Vaccination Centre this morning. Extremely grateful to… ","['COVID19']",1,0,18,0.7645,0.336,0,0.664,4.5,"AVG","POS",66
"5607",5607,"Malaysia Futures 🇲🇾 | Global Futures","False","2021-02-16"," Immunization Program ","['Malaysia', 'Covid19', 'PfizerBioNTech', 'AstraZeneca', 'Sinovac', 'CanSinoBIO', 'SputnikV']",3,0,2,0,0,0,1,0.5,"LOW","NEU",66
"5611",5611,"Matt Leedham","False","2021-02-16","Vaccine Touches Down: Singapore Delivers Pfizer-BioNTech To Sydney ","['travel', 'airline', 'flight', 'cargo', 'vaccine']",3,0,1,0,0,0,1,0.25,"LOW","NEU",66
"5618",5618,"New Straits Times","True","2021-02-16"," Prime Minister today announced that the is expected t… ","['NSTnation', 'MuhyiddinYassin', 'PfizerBioNTech', 'Covid19', 'vaccine']",3,16,10,0,0,0,1,14.5,"HIGH","NEU",66
"5620",5620,"🌱Cats & Shielding 🌱","False","2021-02-15","To vaccinate people at the proper intervals? ","['Panorama', 'PfizerBiontech', '2ndJab', '2Jabs']",2,0,1,0,0,0,1,0.25,"LOW","NEU",65
"5622",5622,"KaileyBen-Sassi","False","2021-02-15","Last week we returned to Wales’s first vaccination care home to administer the second dose of… ","['COVID19']",1,4,26,0.4939,0.176,0,0.824,9.5,"AVG","POS",65
"5629",5629,"Grey Matter","False","2021-02-15","New Israeli study finds 94% drop in symptomatic cases among vaccinated individuals. The… ","['COVID', 'PfizerBiontech']",2,1,4,-0.2732,0,0.149,0.851,1.75,"AVG","NEG",65
"5632",5632,"TheIndependent.in","False","2021-02-15"," England has entered the next phase of Coronavirus vaccine rollout after (U.K.) successfully… ","",1,0,0,0,0,0,1,0,"LOW","NEU",65
"5634",5634,"APoliticalView","False","2021-02-15"," and unlike… ","['NHSheroes', 'VaccineRolloutUK', 'PfizerBiontech', 'Moderna', 'OxfordUniversity', 'LogisticalSuccess']",3,2,2,0,0,0,1,2,"AVG","NEU",65
"5639",5639,"Julia Greenough","False","2021-02-17","Just had my COVID Vaccination 🤗 ","['1stJabDone', 'PfizerBioNTech', 'COVID']",2,0,0,0.4215,0.318,0,0.682,0,"LOW","POS",67
"5642",5642,"Russ","False","2021-02-17","First dose of Thanks to our host country, 🇶🇦 ❤️ Let’s continue to fight against Covid-19! ","['PfizerBioNTech']",1,0,2,0.1511,0.154,0.125,0.721,0.5,"LOW","POS",67
"5643",5643,"Andy Wong","False","2021-02-17","COVID-19 Vaccinated Completed !!! 💉💪🏻 . . . . . ","['PfizerBioNTech', 'Vaccinated', 'StaySafe', 'SGUnited', 'TogetherStronger']",3,0,6,0,0,0,1,1.5,"AVG","NEU",67
"5644",5644,"Matt Searle","False","2021-02-17","Well that was very quick and easy. First covid jab done, now I just need to wait 15 minutes before I can leave. In… ","",1,0,1,0.6204,0.192,0.044,0.765,0.25,"LOW","POS",67
"5654",5654,"Barry Andrews MEP","True","2021-02-17","Confirmation also today of an additional 200 million doses of to the EU (2 million for 🇮🇪)… ","['PfizerBionTech']",1,2,7,0,0,0,1,3.25,"AVG","NEU",67
"5656",5656,"Dr. Khan","False","2021-02-17"," Reluctance is mostly due to the secrecy of Sinopharm and no phase 3 data. I’ll be more open to… ","",1,0,0,-0.5574,0,0.213,0.787,0,"LOW","NEG",67
"5657",5657,"Ellie 🌞","False","2021-02-17","So basically if I was to hit my arm right now it would really hurt 😂 but apart from that all good, yay for no side… ","",1,0,55,0.7394,0.262,0.159,0.579,13.75,"HIGH","POS",67
"5658",5658,"Billy Kelleher MEP","True","2021-02-17","With 500m vaccines expected for the EU27 in 2021, that means 5.5 million doses for Ireland if we ta… ","['PfizerBioNTech']",1,1,6,0,0,0,1,2.25,"AVG","NEU",67
"5661",5661,"Dave Keating","True","2021-02-17","BREAKING: The Commission had reached a deal with to supply the EU with an additional 200 million do… ","['PfizerBioNTech']",1,15,51,0.1027,0.076,0,0.924,24,"HIGH","POS",67
"5664",5664,"STOPCOMMONPASS.ORG ❌","False","2021-02-17"," No - it can't be a 'condition of employment' because: 1. jab isn't legally/technically a… ","['PfizerBioNTech']",1,9,28,-0.296,0,0.136,0.864,13.75,"HIGH","NEG",67
"5666",5666,"Mark 😷🎧🎶🔴⚪️💙 #IStandWithDan","False","2021-02-17","with all the coverage about and vaccines getting approved why aren’t journalist… ","['PfizerBiontech', 'OxfordAstrazeneca']",2,0,2,0.4215,0.203,0,0.797,0.5,"LOW","POS",67
"5667",5667,"Glez","False","2021-02-17","Exactly two weeks ago. A little glimpse of going back to normal appeared (: ","['PfizerBioNTech', 'PfizerVaccine']",2,0,0,0.4939,0.198,0,0.802,0,"LOW","POS",67
"5669",5669,"Tee Joo YEO","False","2021-02-17","Dose 2 of 2 completed! So far all is good with only very mild deltoid ache. If you/your family/your friends are eli… ","",1,0,9,0.5312,0.223,0.102,0.675,2.25,"AVG","POS",67
"5672",5672,"𖤐 تَمَاضِرُ بِنْتُ مُحَمَّدٍ","False","2021-02-16","First Dose 💉 ","['COVID19', 'COVID19Vaccination', 'Pfizer', 'PfizerBioNTech', 'Qatar']",3,0,0,0,0,0,1,0,"LOW","NEU",66
"5673",5673,"Hannah 💙","False","2021-02-16","Fully vaccinated, one week until fully protected 💙 ","['CovidVaccine', 'GetVaccinated', 'COVID19Vaccine', 'PfizerBioNTech']",2,0,8,0.8251,0.522,0,0.478,2,"AVG","POS",66
"5675",5675,"David Mclenachan","False","2021-02-16","Really super efficient operation at the today. No waiting! No queues! Great to be part of the team… ","",1,7,39,0.6427,0.345,0.195,0.46,15,"HIGH","POS",66
"5677",5677,"Bill Cameron","False","2021-02-16","Had my first dose of today, whole process pretty slick &amp; seamless 😁👍 - the second dose will be in… ","['covid19', 'vaccine']",2,0,5,0.7351,0.205,0,0.795,1.25,"AVG","POS",66
"5680",5680,"حسن سجواني 🇦🇪 Hassan Sajwani","True","2021-02-16","The UAE 🇦🇪 now offers all 4 vaccines: 💉 💉 💉 💉 ","['PfizerBioNTech', 'AstraZeneca', 'Sinopharm', 'SputnikV']",2,6,22,0,0,0,1,10,"AVG","NEU",66
"5681",5681,"Maria Roussakis, MLT, MSc","False","2021-02-16","Just received my second dose of the vaccine!!!","['PfizerBioNTech', 'SARSCoV2']",2,1,71,0,0,0,1,18.5,"HIGH","NEU",66
"5687",5687,"Rita Assi","False","2021-02-16","Hell yes! ","['COVIDVaccinated', 'PfizerBioNTech']",2,0,40,-0.4926,0.356,0.644,0,10,"AVG","NEG",66
"5695",5695,"antonio","False","2021-02-18","choose life...no like ","['COVID19', 'vaccino', 'vax', 'vaxx', 'PfizerBioNTech', 'Moderna', 'fiduciadraghi', '18febbraio', 'camera']",3,0,1,0.3612,0.556,0,0.444,0.25,"LOW","POS",68
"5696",5696,"The Hawk","False","2021-02-18","S Africa Variant Could Reduce Covid Vax Protection: Pfizer-BioNTech ","['SAfrica', 'PfizerBioNTech', 'Health']",2,0,0,0,0,0,1,0,"LOW","NEU",68
"5699",5699,"Brandeux","False","2021-02-18","Beat the ‘Vid’ ","['COVIDVaccine', 'PfizerBioNTech', 'winning']",2,0,0,0,0,0,1,0,"LOW","NEU",68
"5702",5702,"Amnesty EU","True","2021-02-18","The world needs an alternative to nationalism we are campaigning for companies, including… ","['vaccine']",1,1,3,0,0,0,1,1.5,"AVG","NEU",68
"5705",5705,"K Gilchrist","False","2021-02-18","Well, first dose of the Pfizer vaccine done and dusted - just spending my mandatory 15 minutes in the waiting room… ","",1,0,13,0.34,0.152,0,0.848,3.25,"AVG","POS",68
"5711",5711,"James Neophytou","False","2021-02-18","“If it were done when ‘tis done, Then t’were well it were done quickly” Now for 15 minutes in t… ","['PfizerBioNTech']",1,0,5,0.2732,0.1,0,0.9,1.25,"AVG","POS",68
"5720",5720,"lainey ♪ ♥ 레이니","False","2021-02-18","these malaysians were among the first few groups in the world to receive their vaccinations – a sig… ","['PfizerBioNTech']",1,0,0,0,0,0,1,0,"LOW","NEU",68
"5721",5721,"www.THEPIGEONEXPRESS.com","False","2021-02-18","Seoul accuse North Korea of attempting to steal Pfizer-BioNTech COVID vaccine information ","['Pfizer', 'NorthKorea']",2,0,0,-0.6124,0,0.333,0.667,0,"LOW","NEG",68
"5722",5722,"Pedd Raam Art","False","2021-02-18"," bans attack bans attack I ba… ","['Hindu', 'India', 'PfizerBioNTech', 'CBRN', 'Satanic', 'Switzerland', 'CBRN']",3,0,1,-0.7351,0,0.608,0.392,0.25,"LOW","NEG",68
"5724",5724,"HPV Vaccine Side Effects","False","2021-02-18","""Thousands of service members saying no to COVID-19 vaccine"" More and more people know what is going on!… ","",1,12,25,-0.3595,0,0.128,0.872,15.25,"HIGH","NEG",68
"5731",5731,"🕷Financial Bear 3.5%","False","2021-02-17","Hearing and will delay the 2nd vaccine beyond 12 weeks. Is that because… ","['PfizerBioNTech']",1,0,0,-0.3182,0,0.161,0.839,0,"LOW","NEG",67
"5732",5732,"Rajesh Jantilal","False","2021-02-17","“J&amp;J is awaiting approval of its vaccine in several countries, including the US,...” As South Africa restarts its… ","",1,0,0,0.4767,0.154,0,0.846,0,"LOW","POS",67
"5733",5733,"Kempton Lam 🇨🇦","False","2021-02-17","Well, shall we actually defer 2nd dose base on data (small N)? ","['PfizerBioNTech', 'vaccine']",2,0,0,-0.0258,0.147,0.154,0.699,0,"LOW","NEU",67
"5734",5734,"www.THEPIGEONEXPRESS.com","False","2021-02-17","South Korea accuse North Korea of attempting to steal Pfizer-BioNTech coronavirus vaccine information ","['Pfizer']",1,0,0,-0.6124,0,0.312,0.688,0,"LOW","NEG",67
"5735",5735,"Kirk Leech","False","2021-02-17","The global collaboration behind the vaccine further evidence of the need for action ag… ","['PfizerBioNTech']",1,3,4,0,0,0,1,3.25,"AVG","NEU",67
"5742",5742,"Juergen Maier","False","2021-02-17","Had the Thanks to / NHS Manchester, the amazing the friendly staff at ","['Vaccine', 'NHS', 'Scientists', 'Chancellors']",2,5,93,0.872,0.497,0,0.503,27,"HIGH","POS",67
"5748",5748,"ZomBeez","False","2021-02-17","Now official genetically modified property of So, when does the chip start transmitting? 🤣… ","",1,0,11,0,0,0,1,2.75,"AVG","NEU",67
"5750",5750,"Russ","False","2021-02-17","First dose of 🇶🇦❤️ ","['PfizerBioNTech', 'COVID19Vaccination', 'COVID19', 'frontliner']",2,0,2,0,0,0,1,0.5,"LOW","NEU",67
"5753",5753,"New Straits Times","True","2021-02-19"," An A330-300, of national carrier Malaysia Airlines, will fly in 312,390 doses of the… ","['NSTnation', 'Airbus']",2,5,9,0,0,0,1,6,"AVG","NEU",69
"5754",5754,"Rita_eldaher","False","2021-02-19","This is my granpa, He's 90 years old and he just got his first shot of the ","['COVID19', 'vaccine', 'PfizerBioNTech']",2,4,27,0,0,0,1,9.75,"AVG","NEU",69
"5756",5756,"Peter athorn","False","2021-02-19","On route for my covid vaccination 💉 😊 ","['COVID19', 'PfizerBioNTech', 'vaccine', 'NHS']",2,0,0,0.7184,0.375,0,0.625,0,"LOW","POS",69
"5757",5757,"𝐇𝐢𝐬𝐡𝐚𝐦 𝐁𝐚𝐡𝐦𝐚𝐝 𝐌𝐃 𝐌𝐒𝐜 𝐌𝐁𝐀꜀","False","2021-02-19","I couldn’t be any prouder to see my dad, a pediatrician who has been practicing medicine since more than 40 years,… ","",1,5,149,0.4939,0.138,0,0.862,41,"HIGH","POS",69
"5758",5758,"The Peninsula Qatar","True","2021-02-19"," officials injected a small group of medical professionals with the COVID-19 vaccine in… ","['NewZealand', 'PfizerBioNTech']",2,0,1,0,0,0,1,0.25,"LOW","NEU",69
"5768",5768,"The Jerusalem Post","True","2021-02-19","💉🤰 are at higher risk of developing severe and many public health officials have recom… ","['pregnantwomen', 'coronavirus']",2,3,9,-0.5719,0,0.239,0.761,4.5,"AVG","NEG",69
"5770",5770,"TruthBeTold","False","2021-02-19","Breaking !! study shows is up to 85% effective after one dose ","['Israeli', 'PfizerVaccine', 'PfizerBioNTech']",2,2,2,0.5696,0.251,0,0.749,2,"AVG","POS",69
"5777",5777,"Healthwire","True","2021-02-19","Pfizer Launches First COVID-19 Vaccine Trial For Pregnant Women ","['PfizerBioNTech', 'PfizerVaccine', 'pregnancy', 'Pfizer']",2,1,2,0,0,0,1,1.25,"AVG","NEU",69
"5781",5781,"Vickie Zisman","False","2021-02-18","Well, well, lets make haste and vax all. Safety later.... ","['PfizerVaccine', 'PfizerBioNTech', 'VaccinePassports']",2,1,1,0.7184,0.5,0,0.5,1,"LOW","POS",68
"5782",5782,"Julika Brand","False","2021-02-18","now - Too ➡️ Less Effective Against ","['PfizerBioNTech', 'Vaccine', 'SouthAfrica', 'Mutation']",2,2,1,0.4228,0.286,0,0.714,1.75,"AVG","POS",68
"5785",5785,"Democratic Gremlin","False","2021-02-18"," So go do your research. Unlike the US Canada does NOT have a vaccine production… ","['covid19']",1,0,0,0,0,0,1,0,"LOW","NEU",68
"5787",5787,"Ben Williams 💙","False","2021-02-18","Had my jab yesterday. A consequence of the reevaluation of risks for some patients. Huge thanks to… ","['PfizerBioNTech']",1,0,24,0.4767,0.244,0.099,0.657,6,"AVG","POS",68
"5793",5793,"Siva Sai","False","2021-02-20","Single Shot Of Pfizer-BioNTech Covid-19 Vaccine Is 85% Effective, Study Finds ","['DHPSP', 'PfizerBioNTech']",2,7,8,0.4767,0.237,0,0.763,7.25,"AVG","POS",70
"5795",5795,"NewstalkFM","True","2021-02-20","Professor Luke O'Neill has said the coronavirus vaccine can now be kept in 'a regular freezer'. ","['PfizerBioNTech']",1,2,9,0,0,0,1,3.75,"AVG","NEU",70
"5796",5796,"Jason Yip","False","2021-02-20","Rose Webster here. Phase 2 At phase 2/3 analysis (out of 9 stages): ","['PfizerBioNTech']",1,1,0,0,0,0,1,0.75,"LOW","NEU",70
"5797",5797,"Rob Ryan | Influencer to the Influencers","False","2021-02-20","I received the x vaccine yesterday. It been 26hrs and I don’t feel well. Currently I have a… ","",1,0,4,0.2732,0.11,0,0.89,1,"LOW","POS",70
"5802",5802,"The Klein Academy","False","2021-02-19","I'm feeling very positive. All educators across Grand Cayman had the opportunity to get their first Covid-19 vaccin… ","",1,0,6,0.8805,0.444,0,0.556,1.5,"AVG","POS",69
"5803",5803,"Alison Greenwood 💙","False","2021-02-19","A single dose of vaccine gives 85% protection from according to a study from Israel.… ","['PfizerBioNTech', 'COVID19']",2,0,1,0,0,0,1,0.25,"LOW","NEU",69
"5809",5809,"Shekhar Raj Dhain","False","2021-02-19","Good News 👇 ","['innovation', 'technology', 'PfizerBioNTech', 'COVID19', 'vaccine', 'Transportation']",3,0,0,0.4404,0.367,0,0.633,0,"LOW","POS",69
"5813",5813,"Jack Quann","True","2021-02-19","Professor Luke O'Neill has said the coronavirus vaccine can now be kept in 'a regular freezer' - ","['PfizerBioNTech']",1,0,0,0,0,0,1,0,"LOW","NEU",69
"5815",5815,"Brittany.Exe","False","2021-02-19"," by next Christmas a push to keep 1 trillion to help and keep them poor! Or kill as many as pos… ","['americans']",1,0,0,-0.75,0.094,0.281,0.625,0,"LOW","NEG",69
"5822",5822,"Ju #AntiTory⚘ #AntiGOP","False","2021-02-19","Interesting analysis of efficacy of from Israel but still no study of the efficacy after d… ","['PfizerBioNTech', 'vaccine']",2,1,2,-0.2382,0.099,0.15,0.751,1.25,"AVG","NEG",69
"5824",5824,"betty","False","2021-02-19","Second Dose of complete! 💉✅ Thank you again to all Frontline Workers, &amp; eve… ","['PfizerBioNTech', 'Vaccine']",2,0,7,0.4199,0.141,0,0.859,1.75,"AVG","POS",69
"5825",5825,"Belgonerd","False","2021-02-19"," ","",1,0,0,0,0,0,0,0,"LOW","NEU",69
"5827",5827,"Clare","False","2021-02-19","I had my 1st Jab of the Pfizer Covid Vaccine today. 2nd Jab is booked for 12 weeks today. Thank you &amp;… ","['NHS']",1,0,0,0.3612,0.106,0,0.894,0,"LOW","POS",69
"5831",5831,"Jack 🍀🍓🍒🥑🍗🍳🚴‍♂️☀️🇳🇱🎸","False","2021-02-19"," jab, independent on storage temperature, side effect remain the same 🤔🤔 👇👇 Pfizer revises ultra-col… ","['PfizerBioNTech']",1,0,1,0,0,0,1,0.25,"LOW","NEU",69
"5833",5833,"Baaghi TV باغی ٹی وی","True","2021-02-19","The first dose of Pfizer/BioNTech is 85 percent effective against coronavirus ","['COVID19']",1,0,1,0.4767,0.237,0,0.763,0.25,"LOW","POS",69
"5836",5836,"ℝ𝕒𝕧𝕚","False","2021-02-19","You were very harsh on USA that they did nothing to the world on vaccines on This… ","['Covid']",1,0,0,-0.4927,0,0.166,0.834,0,"LOW","NEG",69
"5837",5837,"Saju Mathew MD MPH","False","2021-02-19","One or Two doses? A study in Israel shows one shot of is 85 % effective. But the vaccine trials s… ","['PfizerBioNTech']",1,0,2,0.2617,0.093,0,0.907,0.5,"LOW","POS",69
"5840",5840,"Pam Cunningham","False","2021-02-19"," So excited that you are coming to Pfizer! ","['PfizerProud', 'PfizerBioNTech']",2,0,0,0.4561,0.299,0,0.701,0,"LOW","POS",69
"5841",5841,"Judith L.","False","2021-02-19","Pfizer’s Covid-19 vaccine is highly effective after just one dose and can be stored in ordinary freezers, according… ","",1,0,0,0.5095,0.166,0.054,0.781,0,"LOW","POS",69
"5842",5842,"Stefan Leitner","False","2021-02-19","Amazing news! ","['PfizerBioNTech']",1,0,0,0.6239,0.804,0,0.196,0,"LOW","POS",69
"5843",5843,"Seán Kelly MEP","True","2021-02-19","The speed and efficacy of development has been astounding The vaccine was partly financed… ","['vaccine', 'PfizerBioNTech']",2,0,6,0.4215,0.177,0,0.823,1.5,"AVG","POS",69
"5846",5846,"morgan","False","2021-02-19","First dose down! ","['CovidVaccine', 'PfizerBioNTech']",2,0,8,0,0,0,1,2,"AVG","NEU",69
"5847",5847,"Cristina Thevenot","False","2021-02-19"," Is Highly Effective After One Dose and Can Be Stored in Normal Freezers, Data Shows. Peer-… ","['PfizerBioNTech', 'Vaccine']",2,0,0,0.5095,0.183,0.059,0.757,0,"LOW","POS",69
"5849",5849,"Atanas G. Atanasov","False","2021-02-19","Single Shot Of Pfizer-BioNTech Covid-19 Vaccine Is 85% Effective, Study Finds ","['DHPSP', 'PfizerBioNTech']",2,24,47,0.4767,0.237,0,0.763,29.75,"HIGH","POS",69
"5850",5850,"Tim Street","False","2021-02-19","There we go. Vaccine done. Very efficient pipeline and hurt less on injection than the flu jab. ","['covid_19vacccine']",1,0,24,-0.4417,0.134,0.26,0.606,6,"AVG","NEG",69
"5851",5851,"ѕυяяєΛℓ ѕιℓєη¢є 🔞","False","2021-02-19"," You got the most qualitative vaccination ","['PfizerBioNTech']",1,0,1,0,0,0,1,0.25,"LOW","NEU",69
"5852",5852,"Caroline","False","2021-02-19","Full Vacinated!! ","['CovidVaccine', 'PfizerBioNTech', 'frontlineworker']",2,0,8,0,0,0,1,2,"AVG","NEU",69
"5859",5859,"InvestingSports&MoreInc","False","2021-02-19","BioNTech/Pfizer Covid vaccine no longer needs ultra-cold storage via ","",1,0,0,-0.296,0,0.216,0.784,0,"LOW","NEG",69
"5860",5860,"kirsche","False","2021-02-19"," context? European medics are doubtful about , refuse accepting it for their o… ","['vaccinedonation', 'oxfordvaccine']",2,0,0,-0.25,0.151,0.267,0.581,0,"LOW","NEG",69
"5861",5861,"Contagion","False","2021-02-19","In 2 new studies, both the and were examined for efficacy looking at neutralizin… ","['PfizerBioNTech', 'Moderna', 'vaccines']",2,0,0,0,0,0,1,0,"LOW","NEU",69
"5862",5862,"www.THEPIGEONEXPRESS.com","False","2021-02-26","The Pfizer-BioNTech Covid-19 vaccine is 94% effective in a huge real world study ","['Coronavirus', 'COVID', 'COVID19']",2,0,0,0.6597,0.329,0,0.671,0,"LOW","POS",76
"5863",5863,"www.THEPIGEONEXPRESS.com","False","2021-02-26","The Pfizer-BioNTech vaccine is 94% effective in a huge real world study ","['Coronavirus', 'COVID', 'COVID19']",2,0,0,0.6597,0.351,0,0.649,0,"LOW","POS",76
"5865",5865,"www.THEPIGEONEXPRESS.com","False","2021-02-25","Pfizer-BioNTech COVID vaccine is 94% effective in a huge real world study ","['Coronavirus', 'COVID', 'COVID19']",2,0,0,0.6597,0.351,0,0.649,0,"LOW","POS",75
"5868",5868,"www.THEPIGEONEXPRESS.com","False","2021-02-25","Pfizer-BioNTech Covid19 vaccine is 94% effective in a huge real world study ","['Coronavirus', 'COVID', 'COVID19']",2,0,0,0.6597,0.351,0,0.649,0,"LOW","POS",75
"5870",5870,"Tony Gregory","False","2021-02-21"," coursing through my body 🦠💉","['PfizerBioNTech', 'COVIDー19', 'vaccine', 'WindingWheel']",2,0,0,0,0,0,1,0,"LOW","NEU",71
"5884",5884,"DHL Express Malaysia","False","2021-02-21","A convoy of vehicles transporting the first batch of tightly controlled and escorted by t… ","['PfizerBioNTech', 'vaccines']",2,1,7,0,0,0,1,2.5,"AVG","NEU",71
"5891",5891,"Victorian","False","2021-02-21"," resign...Australians deserve to get tge best vaccine not ","['ScottytheQueueJumper', 'PfizerBioNTech', 'astrazenecavaccine']",2,0,1,0.6369,0.375,0,0.625,0.25,"LOW","POS",71
"5895",5895,"DHL Express Malaysia","False","2021-02-21","📣The 1st batch of Pfizer-BionTech vaccines has successfully touched down in Malaysia! As a global distributor of… ","",1,13,24,0.5411,0.179,0,0.821,15.75,"HIGH","POS",71
"5896",5896,"Jordan Higby","False","2021-02-21","Got my first dose of the Pfizer vaccine today🙌🏼🙌🏼 ","['CovidVaccine', 'COVID19Vaccination', 'Pfizer', 'COVID19Vaccine']",2,0,1,0,0,0,1,0.25,"LOW","NEU",71
"5899",5899,"Dr. Melvin Sanicas 🩺🔬","False","2021-02-20","More from &amp; is highly effective after just 1 dose &amp;… ","['GoodNews', 'PfizerBioNTech', 'COVID', 'vaccine']",2,28,64,0.5256,0.253,0,0.747,37,"HIGH","POS",70
"5905",5905,"Pratica Radio","False","2021-02-20"," : wanted to charge the €54.08 per dose of their… ","['Business', 'Health', 'Politics', 'PfizerBioNTech', 'EUCommission']",3,0,0,0,0,0,1,0,"LOW","NEU",70
"5909",5909,"mirko dm","False","2021-02-20","the must confiscate the factories where vaccines are produced ","['COVIDー19', 'HumanRights', 'PfizerBioNTech', 'Moderna']",2,1,0,0,0,0,1,0.75,"LOW","NEU",70
"5910",5910,"Gerard Abeysena","False","2021-02-20"," In we have to answer multiple questions about health followed by BP check Only then dose administer… ","['DXB']",1,0,1,0,0,0,1,0.25,"LOW","NEU",70
"5912",5912,"Prem Misir","False","2021-02-20","~ a 6-week delay now for the 2nd. dose of the vaccines. Why? Short supply; &amp; to enable more people… ","['PfizerBioNTech']",1,0,0,-0.3182,0,0.108,0.892,0,"LOW","NEG",70
"5913",5913,"Dr. Allyson Ocean","False","2021-02-20","💉💉💉 the youngest FIRST - important read from professor Dr. &amp; ","['Vaccinate']",1,1,4,0.2023,0.13,0,0.87,1.75,"AVG","POS",70
