"","X","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"2324",2324,"caleb 🌧","False","2021-01-05","I’m FULLY VACCINATED! 🙌🏼💉🦠 Ever so thankful for ","['CovidVaccine', 'PfizerBioNTech', 'vaccine', 'Vaccinated']",2,0,9,0.7213,0.279,0,0.721,2.25,"AVG","POS",24
"3537",3537,"Fiore DiNotte","False","2021-01-14","""Protection"" and ""efficacy"" need to be clarified. Antibodies need to be neutralizing and must not induce antibody… ","",1,0,0,0,0,0,1,0,"LOW","NEU",33
"605",605,"ANUMOHAN","False","2020-12-16","First vaccination for a family member done moments ago... Sister's daughter... 😊 ","['PfizerBioNTech']",1,0,3,0.7184,0.3,0,0.7,0.75,"LOW","POS",4
"7131",7131,"tamaly andrews","False","2021-03-22","Second covid vaccine done and dusted Bournemouth. Extremely well organised and they even let me take a pho… ","",1,0,33,0.3384,0.123,0,0.877,8.25,"AVG","POS",100
"7122",7122,"Sumi Dunne","False","2021-03-20"," GPs are working around the clock to vaccinate. However supply is the rate-lim… ","",1,0,3,0,0,0,1,0.75,"LOW","NEU",98
"1395",1395,"Kumail here","False","2020-12-22","Countries/Regions with Approved Vaccines 1. 🇷🇺 2. 🇨🇳 3. 🇦🇪 4. 🇬🇧 5. 🇧🇭 6. 🇨🇦 7. 🇸🇦 8. 🇺🇲 9.🇲🇽 10. 🇰🇼 11. 🇸🇬 12. 🇨🇭… ","",1,0,0,0.4215,0.097,0,0.903,0,"LOW","POS",10
"1684",1684,"Villa Healthcare","False","2020-12-28","Dr. Mia Taormina, Infection Prevention Expert at got her ","['DO', 'Villa', 'vaccine', 'WeCanEndThis', 'WeMakePeopleBetter']",3,0,3,-0.296,0,0.216,0.784,0.75,"LOW","NEG",16
"3861",3861,"ɬ∆Я∆🥵","False","2021-01-18","I’m getting the vaccine today !! ","['PfizerBioNTech', 'Pfizervaccine', 'CovidVaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",37
"945",945,"جامعة الملك سعود بن عبدالعزيز للعلوم الصحية","True","2020-12-19","What’s in the Pfizer- BioNTech? ","['PfizerBioNTech', 'CovidVaccine']",2,21,23,0,0,0,1,21.5,"HIGH","NEU",7
"1732",1732,"Patrón Mami","False","2020-12-29","As a frontline worker, I decided to protect myself, my family, my coworkers and nonetheless all patients by getting… ","",1,22,170,0.3818,0.126,0,0.874,59,"HIGH","POS",17
"359",359,"🚶🏻Curtis S. Chin","True","2020-12-15"," 🇺🇸💉🦠 Hospital CEO Van Houweling says a UMC nurse was the 1st person to be vaccinated against… ","['USA', 'Nevada']",2,0,2,0,0,0,1,0.5,"LOW","NEU",3
"7598",7598,"Roudram🔥🔥🔥","False","2021-03-31","2nd vaccination 💉 of COVID-19 successfully done ","['PfizerBioNTech']",1,0,2,0.4939,0.348,0,0.652,0.5,"LOW","POS",109
"4915",4915,"Eleftheria Zeggini","False","2021-01-30","So happy my little sister, who is a nurse, received her second vaccine dose in Athens this morning:) ","['PfizerBioNTech']",1,0,45,0.6115,0.19,0,0.81,11.25,"HIGH","POS",49
"2811",2811,"Drew007","False","2021-01-09"," I wonder which vaccination centre they went to🤔","['PfizerBioNTech']",1,0,0,0,0,0,1,0,"LOW","NEU",28
"5146",5146,"Liz ❤️🥂❤️","False","2021-02-03","Been jabbed this afternoon Feel so grateful to all the scientists worldwide, our who staffed t… ","['PfizerBiontech', 'NHS']",2,0,35,0.5949,0.205,0,0.795,8.75,"AVG","POS",53
"268",268,"francisthomas","False","2020-12-13"," You were hatched in Canada (2) vaccine was developed in Germany (3) Scie… ","['PfizerBioNTech']",1,0,0,0,0,0,1,0,"LOW","NEU",1
"783",783,"NR","False","2020-12-17","Too bad the Administration did not accept extra offer when offered to i… ","['TantrumP', 'PfizerBioNTech', 'COVID19Vaccine']",2,0,0,-0.6892,0,0.341,0.659,0,"LOW","NEG",5
"1591",1591,"Noushin Yahyavi, MD","False","2020-12-26","So grateful for and Never have been this super excited to go to hospital during ho… ","['Science', 'scientists', 'Christmas']",2,0,20,0.8839,0.442,0,0.558,5,"AVG","POS",14
"3599",3599,"Reuben Collings RN QN 💙","False","2021-01-15","Delighted to have received my first today. I hope this is the beginning of being able to return to no… ","['CovidVaccine']",1,1,7,0.7351,0.256,0,0.744,2.5,"AVG","POS",34
"4045",4045,"Jack Handley","False","2021-01-19"," You blocked me for simply mentioning the fact that the benifit of vaccines are provided as a relative risk… ","",1,0,0,-0.2732,0,0.104,0.896,0,"LOW","NEG",38
"4303",4303,"Monica #WashYourHands","False","2021-01-21","A great sense of relief having received the 2nd vaccine. One step closer to normality. Thank you to all involved… ","",1,0,1,0.8658,0.363,0,0.637,0.25,"LOW","POS",40
"6447",6447,"Gulf News","True","2021-03-02","The has expanded the age limits for vaccination to 16 years and above for the ","['DubaiHealthAuthority', 'PfizerBioNTech']",2,4,9,0,0,0,1,5.25,"AVG","NEU",80
"1370",1370,"Dr. Rami Oweini","False","2020-12-22","Tremendous efforts...for a better mankind! ","['Pfizer', 'PfizerBioNTech', 'pfizercovidvaccine', 'COVID19']",2,1,1,0.5355,0.463,0,0.537,1,"LOW","POS",10
"5666",5666,"Mark 😷🎧🎶🔴⚪️💙 #IStandWithDan","False","2021-02-17","with all the coverage about and vaccines getting approved why aren’t journalist… ","['PfizerBiontech', 'OxfordAstrazeneca']",2,0,2,0.4215,0.203,0,0.797,0.5,"LOW","POS",67
"2996",2996,"Orla Hillary - Critical care nurse","False","2021-01-10","Day 12 of having the vaccine. I can confirm. I do not have 3 ears. I do not have 11 toes. I do not have better phon… ","",1,0,9,-0.3412,0,0.085,0.915,2.25,"AVG","NEG",29
"7034",7034,"Peter Sasaki","False","2021-03-19","Second shot! ","['Science', 'Medicine', 'FederalFundedResearch', 'PrivateInvestmentFundedResearch', 'PfizerBiontech']",3,0,39,0,0,0,1,9.75,"AVG","NEU",97
"6172",6172,"✰𝕴𝖓𝖐𝖊𝖉 𝕯𝖊𝖛𝖎𝖆𝖓𝖙✰","False","2021-02-25","'Associated Package Insert' For The Pfizer 'Vaccine'... 😃 ","['ohboy', 'PfizerVaccine', 'PfizerBioNTech', 'vaccine', 'informed']",3,0,2,0.3612,0.185,0,0.815,0.5,"LOW","POS",75
"5294",5294,"Moe","False","2021-02-05","Be careful if anyone receives an email like this about the vaccination. Always check the sender properly. It's non… ","",1,0,0,0.4767,0.194,0,0.806,0,"LOW","POS",55
"5275",5275,"franca toronyi-lalic","False","2021-02-05"," I’m apolitical but if the political leader of Canada has misspoke about something this serious, we need a… ","",1,5,26,-0.1437,0,0.084,0.916,10.25,"HIGH","NEG",55
"7584",7584,"Newsd","True","2021-03-31","Pfizer confirms its COVID-19 vaccine is safe for kids as young as 12 ","['PfizerBioNTech', 'Pfizer', 'Covid19']",2,2,2,0.4404,0.195,0,0.805,2,"AVG","POS",109
"6786",6786,"Economic Times","True","2021-03-11","Pfizer-Biontech's offers more protection than earlier thought with effectiveness in preventing… ","['CoronavirusVaccine']",1,4,14,0,0,0,1,6.5,"AVG","NEU",89
"6591",6591,"The Observer","False","2021-03-07"," becomes first African country to administer vaccine. The nation received 102,960 d… ","['Rwanda', 'PfizerBioNTech', 'COVID19']",2,14,61,0,0,0,1,25.75,"HIGH","NEU",85
"3710",3710,"Rachel Waters 💙","False","2021-01-17","I'm 10 days post my first vaccine Hopefully I'm now developing antibodies.","['PfizerBioNTech']",1,0,9,0.4019,0.197,0,0.803,2.25,"AVG","POS",36
"7102",7102,"Maya Machacek","False","2021-03-21"," A brief history of Covid19 variant mutations. ","['COVID19', 'Covid', 'SARSCoV2', 'COVID19Vaccine', 'CovidVaccines']",3,0,2,0,0,0,1,0.5,"LOW","NEU",99
"1381",1381,"HarpersBazaarArabia","True","2020-12-22","According to the Pfizer-BioNTech vaccine will soon be available ""free of charge""… ","",1,1,1,0.5106,0.231,0,0.769,1,"LOW","POS",10
"1643",1643,"Osama Bin Javaid","True","2020-12-27","EU launches vaccine rollout across the bloc ","['PfizerBioNTech']",1,0,0,0,0,0,1,0,"LOW","NEU",15
"2593",2593,"Gabbie Quiroz","False","2021-01-08","I am not afraid of vaccines because I believe and trust in science ","['PfizerBioNTech', 'COVID19vaccine']",2,2,54,0.5106,0.216,0,0.784,15,"HIGH","POS",27
"2730",2730,"AAA","False","2021-01-08","Courteous checking by gracious and CRITICAL over our below discovery… ","['PfizerBioNTech', 'Sinopharm']",2,0,0,0.595,0.407,0.179,0.413,0,"LOW","POS",27
"2225",2225,"Grizzle Guts 🐸","False","2021-01-02"," F… ","['oxfordastrazeneca', 'PfizerBioNTech', 'PfizerVaccine', 'OxfordVaccine', 'COVID19', 'Covid19UK', 'FollowTheScience']",3,0,3,0,0,0,1,0.75,"LOW","NEU",21
"1293",1293,"Whtrslugcaviiersong#dontstayhomeandcatchcovid19","False","2020-12-23"," 🇬🇧 leads 🌎 to 🇬🇧 banned from parts of 🌎… ","['covidvaccinereality', 'covid19vaccinereality', 'PfizerBioNTech']",2,0,0,-0.4588,0,0.188,0.812,0,"LOW","NEG",11
"1923",1923,"Jonathan Marron MD MPH","False","2020-12-31","About 24hrs after dose 1, feeling great. A little sore but actually way less than I was expecting. No other symptom… ","",1,0,10,-0.154,0.151,0.175,0.675,2.5,"AVG","NEG",19
"7538",7538,"Diana “Wear A Damn Mask” Briggs","False","2021-03-31","My hubby is fully vaccinated Thank you Science!! 🥳💉🥰 ","['PfizerBioNTech', 'GiantEaglePharmacy', 'HeinzField']",2,0,0,0.9226,0.525,0,0.475,0,"LOW","POS",109
"1466",1466,"Salman Gohar MD FACC","False","2020-12-22"," Day3 So far so good! ","['CovidVaccine', 'PfizerBioNTech', 'VaccinesWork']",2,0,1,0.6556,0.522,0,0.478,0.25,"LOW","POS",10
"6575",6575,"Voxeurop","True","2021-03-05","The map of 💉 vaccine production facilities in 🇪🇺 : manufacturers, subcontractors and budgets. An exclusive… ","['Covid19']",1,1,3,0,0,0,1,1.5,"AVG","NEU",83
"3960",3960,"Shuying Hu","False","2021-01-19","Pfizer-Biontech COVID-19 Vaccine Dose 1 taken! Wasn’t painful, didn’t experience any immediate side effects. I brou… ","",1,0,19,-0.4926,0,0.175,0.825,4.75,"AVG","NEG",38
"17",17,"STOPCOMMONPASS.ORG","False","2020-12-12","UPDATED: &amp; - Part Two ","['YellowFever', 'COVID19', 'ImmunityPassports', 'SARSCoV2', 'PfizerBioNtech', 'Britain', 'December']",3,2,2,0,0,0,1,2,"AVG","NEU",0
"67",67,"H24","False","2020-12-14","ICU nurse Sandra Lindsay said she was 'very proud,' after becoming one of the first Americans to receive the Pfizer… ","",1,3,3,0.5256,0.152,0,0.848,3,"AVG","POS",2
"105",105,"IANS Tweets","True","2020-12-14","With several countries including the US and the UK now approving the use of ","['PfizerBioNTech', 'COVID19Vaccine']",2,2,5,0,0,0,1,2.75,"AVG","NEU",2
"111",111,"Nicole Osei","False","2020-12-14"," has received its first shipment of vaccine. Front line healthcare… ","['NEW', 'PfizerBioNTech', 'COVID19']",2,1,2,0,0,0,1,1.25,"AVG","NEU",2
"130",130,"Palli Thordarson","False","2020-12-14","Here are the lipids used in lipid nanoparticle used the BioNTech/Pfizer The t… ","['mRNA', 'PfizerBioNTech', 'CovidVaccine']",2,6,42,0,0,0,1,15,"HIGH","NEU",2
"137",137,"Nicole Osei","False","2020-12-14"," vaccines are making their way to distributions sites nationwide. says some of the… ","['PfizerBioNTech', 'COVID19']",2,3,3,0,0,0,1,3,"AVG","NEU",2
"160",160,"India.com","True","2020-12-14"," is unlikely to be available in India for mass distribution. Read to find out why. ","['Pfizervaccine', 'PfizerBioNTech']",2,0,0,0,0,0,1,0,"LOW","NEU",2
"182",182,"Joanbeam3000","False","2020-12-14"," And we're nowhere near 2030. Premature innoculation...? 😇 ","['PfizerBioNTech', 'CdnPoli']",2,0,1,0.4588,0.231,0,0.769,0.25,"LOW","POS",2
"184",184,"Anita Anand","True","2020-12-14","Welcoming the 1st to 🇨🇦 tonight! The 1st 30K doses of are arriving across the cou… ","['COVID19vaccines', 'PfizerBioNTech']",2,284,1979,0.4926,0.175,0,0.825,707.75,"HIGH","POS",2
"195",195,"Dr.Krutika Kuppalli","True","2020-12-13"," Yes here is the link to the patient education information from that should be given… ","['PfizerBioNTech']",1,9,37,0.4019,0.162,0,0.838,16,"HIGH","POS",1
"218",218,"The Epoch Times","True","2020-12-13","The newly approved for the will start being distributed to US states on Dec. 14, according to of… ","['Vaccine', 'CCPVirus']",2,23,133,0.4215,0.141,0,0.859,50.5,"HIGH","POS",1
"228",228,"AFP News Agency","True","2020-12-13"," The Covid-19 vaccine began leaving the company's Michigan factory on Sunday, set to be inje… ","['UPDATE', 'PfizerBioNTech']",2,33,48,0,0,0,1,36.75,"HIGH","NEU",1
"236",236,"The Peninsula Qatar","True","2020-12-13","The US Food and Drug Administration (FDA) issued yesterday the first emergency use authorization of the Pfizer-BioN… ","",1,1,2,-0.3818,0,0.14,0.86,1.25,"AVG","NEG",1
"246",246,"IANS Tweets","True","2020-12-13","The first shipments of the vaccine will begin arriving in states from Monday, an offi… ","['PfizerBioNTech', 'Covid_19', 'US']",2,2,5,0,0,0,1,2.75,"AVG","NEU",1
"275",275,"NR","False","2020-12-13","You're wrong: MALAYSIA has already pre-ordered (expected in 2021) plus is part of… ","['PfizerBioNTech', 'COVID19Vaccine']",2,1,2,-0.4767,0,0.205,0.795,1.25,"AVG","NEG",1
"297",297,"Marc Siegel MD","False","2020-12-12","Eric Shawn: The vaccine is here...in record time! thanks for al… ","",1,8,32,0.4926,0.242,0,0.758,14,"HIGH","POS",0
"314",314,"CNBC-TV18","True","2020-12-16","""The Moderna vaccine does not need some of the extra special handling requirements of the one from Pfizer, includin… ","",1,0,4,0.4019,0.13,0,0.87,1,"LOW","POS",4
"322",322,"Jackson Health System","False","2020-12-16","More than 1,000 Jackson employees have successfully received their first dose of the vacci… ","['PfizerBioNTech', 'COVID19']",2,11,84,0.4939,0.198,0,0.802,29.25,"HIGH","POS",4
"348",348,"TyneHealth - North Tyneside GP Federation","False","2020-12-15","Our MD Dr Susannah Thompson pulling out all the stops leading a magnificent team of NHS staff &amp; volunteers tonight… ","",1,4,41,0.5106,0.166,0.068,0.766,13.25,"HIGH","POS",3
"367",367,"Mena Botros","False","2020-12-15","So incredibly grateful to have received the here Thanks to everyone who… ","['PfizerBioNTech', 'CovidVaccine']",2,3,96,0.7559,0.393,0,0.607,26.25,"HIGH","POS",3
"380",380,"RED HORSE","False","2020-12-15"," COV-ID) IDENTIFICATION CHIPS SIMILAR TO THE ONES THEY PUT IN DOGS. CERTIFICATE OF VALIDATION IDENTIF… ","",1,0,1,0,0,0,1,0.25,"LOW","NEU",3
"394",394,"Getty Images News","True","2020-12-15","Staff members at North Memorial Hospital react as doses of the Pfizer-BioNTech vaccine are delivered in Ro… ","['COVID19']",1,9,27,0,0,0,1,13.5,"HIGH","NEU",3
"418",418,"Calvin Swine","False","2020-12-15","Bravo Anita for your dedication and hard work taking care of seniors in ","['LTC', 'PSW', 'COVID19', 'vaccine']",2,0,0,0.4215,0.205,0.09,0.705,0,"LOW","POS",3
"427",427,"Calvin Swine","False","2020-12-15","A guide to who can safely get the Pfizer/BioNTech Covid-19 vaccine ","['PfizerBioNTech', 'COVID19', 'vaccine', 'safety']",2,0,0,0.4939,0.242,0,0.758,0,"LOW","POS",3
"430",430,"NR","False","2020-12-15","Each vial contains 5 doses - just caught a glimpse of one vial's label on… ","['PfizerBioNTech', 'COVID19Vaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",3
"461",461,"Vineet Gupta","False","2020-12-15"," Any model to predict number of lives saved by vaccine before end of year?","['PfizerBioNTech']",1,0,0,0.4767,0.255,0,0.745,0,"LOW","POS",3
"462",462,"🚶🏻Curtis S. Chin","True","2020-12-15","⬆️ Correction: Anita Quidangen, of Toronto, was the 1st person in to get the vaccine. The… ","['Ontario', 'PfizerBioNTech']",2,1,2,0,0,0,1,1.25,"AVG","NEU",3
"469",469,"Vineet Gupta","False","2020-12-15"," There is a lot of unknown about the vaccines impact but what are the models saying based on what… ","",1,0,0,0,0,0,1,0,"LOW","NEU",3
"475",475,"🚶🏻Curtis S. Chin","True","2020-12-15"," 🇨🇦💉🦠 The 1st vaccine in Canada is administered to personal support worker Anita Q… ","['Canada', 'PfizerBioNTech', 'COVID19']",2,2,7,0.4019,0.153,0,0.847,3.25,"AVG","POS",3
"498",498,"Ian Bailey","True","2020-12-17","24 new deaths in as the province reports 640 new cases. 9, 950 active cases in -New type of measu… ","['Covid19', 'BC', 'BC']",2,2,0,0.4019,0.124,0,0.876,1.5,"AVG","POS",5
"499",499,"Glasgow Girl","False","2020-12-16","Pfizer’s experimental covid-19 vaccine —What you’re NOT being told. Now more than ever before, we are in desperat… ","",1,49,80,0,0,0,1,56.75,"HIGH","NEU",4
"540",540,"Khaleej Times","True","2020-12-16"," provokes serious allergic reaction in ","['BREAKING', 'PfizerBioNTech', 'COVID19', 'vaccine', 'USA']",3,15,37,-0.5859,0,0.744,0.256,20.5,"HIGH","NEG",4
"548",548,"Marc Siegel MD","False","2020-12-16","Dr. Marc Siegel on vaccines arriving to hospitals: ‘This is science battling back’ ⁦… ","",1,2,18,-0.2732,0,0.139,0.861,6,"AVG","NEG",4
"555",555,"Khaleej Times","True","2020-12-16"," wants more doses: ","['USA', 'PfizerBioNTech', 'coronavirus', 'vaccine']",2,1,4,0,0,0,1,1.75,"AVG","NEU",4
"581",581,"Marc Siegel MD","False","2020-12-16","FDA approval of Ellume at-home COVID-19 test is 'a game changer': Dr. Marc Siegel ","",1,5,35,0.4767,0.193,0,0.807,12.5,"HIGH","POS",4
"591",591,"Dr.Krutika Kuppalli","True","2020-12-16","Day 1 after getting the and feeling great! Just a little bit of soreness in my… ","['PfizerBioNTech', 'COVID19', 'vaccine']",2,9,183,0.7088,0.296,0,0.704,52.5,"HIGH","POS",4
"639",639,"TyneHealth - North Tyneside GP Federation","False","2020-12-18","""Seven GP-led sites across England will deliver COVID19 vaccinations to care home residents this week in a 'supervi… ","",1,2,1,0.4939,0.158,0,0.842,1.75,"AVG","POS",6
"717",717,"Anees انيس M.D.","False","2020-12-17","Vaccinated! (Dose ","['PfizerBioNTech']",1,1,39,0,0,0,1,10.5,"HIGH","NEU",5
"722",722,"DT Next","True","2020-12-17","US Vice President and his wife will publicly receive a Covid-19 vaccine on Friday to promot… ","",1,0,0,0,0,0,1,0,"LOW","NEU",5
"738",738,"Marc Siegel MD","False","2020-12-17","First Americans receive COVID-19 vaccine amid historic rollout ","['COVID19']",1,1,18,0,0,0,1,5.25,"AVG","NEU",5
"746",746,"TheMalaysianReserve","False","2020-12-17","US sets 24-hour records with over 3,700 Covid deaths, 250,000 new cases ","['COVID19']",1,0,0,0,0,0,1,0,"LOW","NEU",5
"762",762,"David Usharauli","False","2020-12-17","This mRNA vaccine from displays heightened propensity to initiate allergic reaction of unknown orig… ","['PfizerBioNTech']",1,1,3,-0.296,0,0.145,0.855,1.5,"AVG","NEG",5
"785",785,"Caleb Hitt","False","2020-12-19","Imagine my shock ","['Moderna', 'modernavaccine', 'FDA', 'FDAapproves', 'BioNTech', 'mRNA', 'NoVaccineForMe']",3,0,0,-0.3818,0,0.565,0.435,0,"LOW","NEG",7
"815",815,"Forbes Middle East","True","2020-12-19","The delivery to the will begin immediately with a total of 200 million doses ordered by the government to date.… ","['US']",1,3,2,0,0,0,1,2.75,"AVG","NEU",7
"816",816,"Forbes Middle East","True","2020-12-19"," will take the publicly to show the people it is safe. ","['PresidentElectJoeBiden', 'vaccine', 'American', 'COVID19']",2,1,2,0.4404,0.225,0,0.775,1.25,"AVG","POS",7
"821",821,"Medical Study Blog","False","2020-12-19"," Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA! View the article to know more!… ","",1,0,0,0.5242,0.195,0,0.805,0,"LOW","POS",7
"839",839,"Arab News","True","2020-12-19","More than 60 percent of Saudis and expats have shown an interest in taking the ","['PfizerBioNTech', 'coronavirus']",2,7,9,0.4588,0.176,0,0.824,7.5,"AVG","POS",7
"894",894,"FinanceTweeter","False","2020-12-18","Before You Rush For Remember This - You Can't Sue Anyone If Suffer Any Serious Side Effects -… ","['COVID19', 'Vaccine']",2,2,2,-0.5859,0,0.231,0.769,2,"AVG","NEG",6
"932",932,"AFP News Agency","True","2020-12-19","Switzerland approved the use of the vaccine, with immunisation set to start just after Christmas as… ","['PfizerBioNTech']",1,17,45,0.4215,0.157,0,0.843,24,"HIGH","POS",7
"950",950,"Colleen S. Kraft","True","2020-12-19","Two of my favorite people this Saturday - one getting the and the other… ","['CovidVaccine']",1,0,20,0.4588,0.188,0,0.812,5,"AVG","POS",7
"952",952,"🚶🏻Curtis S. Chin","True","2020-12-19"," 🇺🇸🦠💉 🇲🇵 Renea Raho (CHCC Chief of Nursing, ) was the 1st to receive the ","['USA', 'CNMI', 'PfizerBioNTech']",2,2,5,0,0,0,1,2.75,"AVG","NEU",7
"957",957,"Colleen S. Kraft","True","2020-12-19","""I think there must be something wrong with me, Linus. Christmas is coming, but I'm not happy. I don't feel the way… ","",1,7,38,-0.7225,0,0.232,0.768,14.75,"HIGH","NEG",7
"979",979,"New Straits Times","True","2020-12-21"," ""I am delighted to announce that the scientific committee met today and recommended a conditional ma… ","['NSTworld', 'EMA']",2,2,3,0.6249,0.267,0,0.733,2.25,"AVG","POS",9
"995",995,"New Straits Times","True","2020-12-21"," The National Pharmaceutical Regulatory Agency ( has received an application to register the… ","['NSTnation', 'NPRA']",2,4,8,0,0,0,1,5,"AVG","NEU",9
"1013",1013,"Meg Wallace, LISW-CP","False","2020-12-21","Crying happy tears as my mom, who works in cardiology and has gone to her office every day since the pandemic start… ","",1,0,12,-0.0772,0.134,0.181,0.686,3,"AVG","NEG",9
"1031",1031,"Dr.Krutika Kuppalli","True","2020-12-20","Right now at the meeting reporting the following 2,838,225 doses of distribute… ","['ACIP', 'PfizerBioNTech', 'CovidVaccine']",2,14,59,0,0,0,1,25.25,"HIGH","NEU",8
"1048",1048,"Sue Reeve ♥️🧡💛💚💙💜🇪🇺🇪🇺🏳️‍🌈🏳️‍🌈","False","2020-12-20","There is a massive elephant in the room today. Nothing mentioned about further supplies of Ha… ","['CoronavirusVaccine']",1,1,6,0,0,0,1,2.25,"AVG","NEU",8
"1052",1052,"Sophie Sweatman","False","2020-12-20","As the vaccine is ""leaky"" or doesn't stop transmission and vaccinated people might shed more virus… ","['PfizerBioNTech']",1,1,1,0.2235,0.112,0,0.888,1,"LOW","POS",8
"1063",1063,"Emi Mei","False","2020-12-20","Because a SETUP is what this Lallapaloola campaign is. ","['vaccination', 'Covid_19', 'COVID', 'vaccine', 'CovidVaccine', 'Pfizer']",3,0,0,0,0,0,1,0,"LOW","NEU",8
"1075",1075,"Marc Siegel MD","False","2020-12-20","FDA investigating five allergic reactions after Pfizer shot in U.S | Reuters - very rare side effect could be… ","",1,7,21,-0.296,0,0.109,0.891,10.5,"HIGH","NEG",8
"1100",1100,"Gulf News","True","2020-12-25"," How you can book an appointment for the in Vaccine is available at six h… ","['COVID19', 'PfizerBioNTech', 'vaccine', 'Dubai']",2,2,11,0,0,0,1,4.25,"AVG","NEU",13
"1120",1120,"Khaleej Times","True","2020-12-25"," UAE: The first phase of the vaccination campaign was launched in Dubai on Wedne… ","['PfizerCovidVaccine', 'PfizerBioNTech']",2,6,30,0.128,0.103,0,0.897,12,"HIGH","POS",13
"1161",1161,"TheBrew.ae","False","2020-12-24","WATCH: 'Grateful' and 'proud' say the first in UAE to receive the jabs. 🇦🇪💉… ","['PfizerBioNTech']",1,0,1,0.7269,0.319,0,0.681,0.25,"LOW","POS",12
"1184",1184,"Khaleej Times","True","2020-12-24","KT Opinion: If your favourite celeb takes the Covid jab, will you too? Celebrities play a huge role in influencin… ","",1,0,3,0.5719,0.207,0,0.793,0.75,"LOW","POS",12
"1195",1195,"DT Next","True","2020-12-24","Only 1 million shots of the vaccine had been given so far in US states, putting… ","['PfizerBioNTech', 'COVID19']",2,1,1,0,0,0,1,1,"LOW","NEU",12
"1207",1207,"Khaleej Times","True","2020-12-24","70-year-old Abdullah was among the first few to take the at Al Barsha Health… ","['Emirati', 'PfizerBioNTech', 'CovidVaccine']",2,9,62,0,0,0,1,22.25,"HIGH","NEU",12
"1209",1209,"حسن سجواني 🇦🇪 Hassan Sajwani","True","2020-12-24","This is the UAE 🇦🇪 ❤️🙏🏼 - expats and Emiratis are all sons and daughters of this great nation ! . Mrs. Lidwin Rebel… ","",1,1,40,0.7325,0.151,0,0.849,10.75,"HIGH","POS",12
"1224",1224,"Colleen S. Kraft","True","2020-12-24"," Vaccine. Then I Voted Now I start my Vacation. ","['PfizerBioNTech', 'georgiarunoff2020', 'MerryChristmas2020']",2,3,134,0,0,0,1,35.75,"HIGH","NEU",12
"1231",1231,"Canadian Advocacy Centre 4 Health Safety & Justice","False","2020-12-24"," Vaccine Update for - 5,052 'Health Impact Events' in the first 5 days of administration in… ","['COVID19', 'PfizerBioNTech']",2,2,2,0,0,0,1,2,"AVG","NEU",12
"1261",1261,"Ian Bailey","True","2020-12-23","40 million dose order of vaccine arriving in “in the coming days,” says at… ","['Moderna', 'COVID19', 'Canada']",2,4,18,0,0,0,1,7.5,"AVG","NEU",11
"1270",1270,"Jackson Health System","False","2020-12-23","One week after receiving the COVID-19 vaccine, we're full of hope that this is the beginning of the… ","['PfizerBioNTech']",1,11,31,0.4404,0.146,0,0.854,16,"HIGH","POS",11
"1289",1289,"Gulf News","True","2020-12-23"," Who can have the jab, and who can’t? Your questions answered ","['PfizerBioNTech', 'vaccine']",2,0,6,0,0,0,1,1.5,"AVG","NEU",11
"1299",1299,"Khaleej Times","True","2020-12-23","Dubai announced that all residents can get a shot of the vaccine for free, starting Wednes… ","['COVID19', 'PfizerBioNTech']",2,35,99,0.5106,0.18,0,0.82,51,"HIGH","POS",11
"1300",1300,"Marc Siegel MD","False","2020-12-23","Dr. Marc Siegel receives COVID-19 vaccine live at NYU Langone hospital ","['CovidVaccine']",1,4,39,0,0,0,1,12.75,"HIGH","NEU",11
"1310",1310,"Gulf News","True","2020-12-23"," launches vaccination campaign for Vaccines to be administered free of cha… ","['Dubai', 'COVID19', 'PfizerBioNTech', 'vaccine']",2,28,75,0.5106,0.248,0,0.752,39.75,"HIGH","POS",11
"1311",1311,"New Straits Times","True","2020-12-23"," The government would negotiate with to increase the supply from 12.8 million doses to 2… ","['NSTnation', 'Pfizer', 'vaccine']",2,12,9,0.3182,0.141,0,0.859,11.25,"HIGH","POS",11
"1326",1326,"ILKHA","True","2020-12-23","The number of coronavirus infections rises to 78,425,044 worldwide ","['coronavirus', 'COVID20', 'vaccines']",2,2,2,0.0772,0.14,0,0.86,2,"AVG","POS",11
"1335",1335,"Khaleej Times","True","2020-12-23","How effective is the vaccine? About 95% — that is a very healthy number. The World Health Organisation has said i… ","",1,0,2,0.7698,0.299,0,0.701,0.5,"LOW","POS",11
"1337",1337,"Khaleej Times","True","2020-12-23","[Dubai's free drive] The “mRNA vaccine” developed by US pharmaceutical company and… ","['COVID19', 'PfizerVaccine', 'Pfizer']",2,0,5,0.5106,0.231,0,0.769,1.25,"AVG","POS",11
"1338",1338,"Khaleej Times","True","2020-12-23","Dubai is rolling out the against the virus starting today. Here's what we know so far… ","['PfizerVaccine', 'COVID19']",2,13,38,0,0,0,1,19.25,"HIGH","NEU",11
"1360",1360,"Dr Reena Aggarwal","False","2020-12-22","was a real pleasure to volunteer on my post nights shift to consent patients, staff and key workers a… ","",1,0,3,0.6808,0.248,0,0.752,0.75,"LOW","POS",10
