"","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"6609","Mott Mason","False",2021-03-08,"All the factual evidence that the vaccines may be dangerous to health is there - if you choose to look. In fact,… ","","1",0,0,-0.4767,0,0.129,0.871,0,"LOW","NEG",86
"6610","ExPat Saint","False",2021-03-08," We need the effective vaccines, NOT ","['AstraZeneca', 'moderna', 'PfizerBiontech', 'Sinopharm']","2",0,0,0.4767,0.383,0,0.617,0,"LOW","POS",86
"6611","Kate Flavin 💙","False",2021-03-08,"Two doses of CoViD vaccine ✅ Feeling very grateful this morning. Please get yours as soon as you’re… ","['PfizerBiontech']","1",1,152,0.7264,0.283,0,0.717,38.75,"HIGH","POS",86
"6612","Matt Courtman-Maddalo","False",2021-03-08,"Second done. Very slick and efficient operation - thank you! ","['PfizerBiontech', 'covid19vaccine']","2",0,0,0.7055,0.423,0,0.577,0,"LOW","POS",86
"6613","Voxeurop","True",2021-03-08,"How the pharmaceutical companies producing the 💉 vaccine maintain control over subcontracting, profits and… ","['COVID']","1",1,2,0.4404,0.182,0,0.818,1.25,"AVG","POS",86
"6614","Ms B","False",2021-03-08,"Vaacinated! ","['covid19', 'pfizer', 'PfizerBiontech']","2",0,0,0,0,0,1,0,"LOW","NEU",86
"6615","New Straits Times","True",2021-03-08," The government is expected to finalise discussions to obtain supply of 32 million doses of the Pfizer-Bi… ","['NSTnation']","1",0,1,0,0,0,1,0.25,"LOW","NEU",86
"6616","Crissy","False",2021-03-08,"Well - shot in the books ! ","['PfizerBiontech']","1",0,0,0.3382,0.285,0,0.715,0,"LOW","POS",86
"6617","Nick Brown","False",2021-03-08,"Brilliant news re New Zealand having enough doses of one vaccine to vaccinate everybody will prob… ","['PfizerBiontech']","1",0,7,0.5859,0.202,0,0.798,1.75,"AVG","POS",86
"6618","Ivana Pavlovic","False",2021-03-08,"6) According to Adverse events potentially related to the vaccine include… ","['FDA', 'PfizerBioNTech', 'mRNA', 'COVID19']","2",0,3,-0.3612,0,0.2,0.8,0.75,"LOW","NEG",86
"6619","El Marie.","False",2021-03-07,"It doesn't sit right with me how the U.S. has dropped ""BioNTech"" from the Pfizer/BioNTech vaccine conversation &amp; pr… ","","1",0,3,0,0,0,1,0.75,"LOW","NEU",85
"6620","SIDP","True",2021-03-07,"Which did you get?? member received the vaccine and experience… ","['COVID19Vaccine', 'PfizerBiontech']","2",6,23,0,0,0,1,10.25,"HIGH","NEU",85
"6621","Dr. David Warmflash","False",2021-03-07,"Just got a second arm full of the against What an amazing ","['PfizerBiontech', 'mRNA', 'vaccine', 'SARSCoV2', 'Biotechnology']","3",1,12,0.5859,0.257,0,0.743,3.75,"AVG","POS",85
"6622","Elizabeth Swaney OLY","False",2021-03-07,"Grateful to have received the 1st dose of the Pfizer-BioNTech COVID-19 vaccine today! 💉 Qualified based on food ser… ","","1",0,1,0.5093,0.155,0,0.845,0.25,"LOW","POS",85
"6623","❄🌊❄🌊iChrisg2009🌊❄🌊❄","False",2021-03-07,"10 million more to go w. The administration of the vaccine towards 100 million w. The and… ","['Moderna', 'PfizerBioNTech']","2",0,0,0,0,0,1,0,"LOW","NEU",85
"6624","El Marie.","False",2021-03-07,"I've spent the last year praying for a vaccine, longing to re-enter society. Now that I'm one week post-2nd dose o… ","","1",0,0,0.34,0.111,0.049,0.841,0,"LOW","POS",85
"6625","Meerkah","False",2021-03-07,"Oohh we’re halfway there.. thank you ","['PfizerBiontech']","1",0,1,0.3612,0.333,0,0.667,0.25,"LOW","POS",85
"6626","Abdulquadri","False",2021-03-07,"2nd dose in- situ. ","['PfizerBiontech']","1",0,0,0,0,0,1,0,"LOW","NEU",85
"6627","🌈❦𝓡𝓪𝓲𝓷𝓫𝓸𝔀ఌ᪥🌈返答できない時は❤しますね☺","False",2021-03-07,"COVID-19 MRNA VACCINE 👇🏻 (TOZINAMERAN) ","['PFIZERBIONTECH']","1",0,0,0,0,0,1,0,"LOW","NEU",85
"6628","Susan Ashline","False",2021-03-09,"I'm so nervous about my 2nd shot tomorrow (no, not for the tracking device they're inserting😜, but for the… ","['Pfizer']","1",0,6,-0.177,0,0.072,0.928,1.5,"AVG","NEG",87
"6629","Knut Moe","False",2021-03-09,"Great morning giving 1st dose of to patients aged 80-84, many dressed up in their finery to ‘make a… ","['PfizerBiontech']","1",26,1031,0.7579,0.277,0,0.723,277.25,"HIGH","POS",87
"6630","The Pigeon Express - TPE","False",2021-03-09,"Pfizer-BioNTech Covid-19 vaccine significantly effective against strains in Brazil, UK and South Africa… ","","1",0,0,0.2263,0.19,0.135,0.675,0,"LOW","POS",87
"6631","Michael Wynne","False",2021-03-09," has been proved very effective in China and in trails here in Bahrain leading to full scale ro… ","['Sinopharm']","1",1,2,0.5256,0.166,0,0.834,1.25,"AVG","POS",87
"6632","James V Currie","False",2021-03-09,"Covid 19 live updates: vaccine neutralizes in lab study as experts warn of rapid sp… ","['PfizerBiontech', 'BrazilVariant']","2",0,0,-0.1027,0,0.091,0.909,0,"LOW","NEG",87
"6633","Daily The Destination","False",2021-03-09,"Sinopharm coronavirus vaccine to be used on elderly for now: ","['DrFaisalSultan', 'Pakistan']","2",0,0,0,0,0,1,0,"LOW","NEU",87
"6634","The Advocate Is In","False",2021-03-09,"A lab study shows that the Pfizer/BioNTech vaccine neutralizes a variant spreading quickly in Brazil.… ","['covid']","1",0,0,0,0,0,1,0,"LOW","NEU",87
"6635","Suryakant Behera","False",2021-03-09,"Got my first jab of vaccine today. Wonderful arrangements and very prompt staff at the vac… ","['PfizerBiontech', 'COVID19']","2",0,4,0.5719,0.198,0,0.802,1,"LOW","POS",87
"6636","𖤐 تَمَاضِرُ بِنْتُ مُحَمَّدٍ","False",2021-03-09,"Second Dose 💉 ","['COVID19', 'COVID19Vaccination', 'Pfizer', 'PfizerBioNTech', 'Qatar']","3",0,0,0,0,0,1,0,"LOW","NEU",87
"6637","Joe1970","False",2021-03-09,"No advice was given or even discussed about being stable ","['INR', 'Warfarin', 'Anticoagulants', 'DVT', 'PulmonaryEmbolism']","3",0,0,0,0.177,0.177,0.645,0,"LOW","NEU",87
"6638","City A.M.","True",2021-03-09,"The is able to combat a new variant of first identified in ,… ","['coronavirus', 'vaccine', 'Covid19', 'Brazil']","2",0,0,-0.34,0,0.167,0.833,0,"LOW","NEG",87
"6639","The Weather Channel India","True",2021-03-09,"A recent study, published in the New England Journal of Medicine, showed that the B.1.351 variant may significantly… ","","1",0,3,0,0,0,1,0.75,"LOW","NEU",87
"6640","The Weather Channel India","True",2021-03-09,"For the study, the researcher team used real forms of the variant collected from people who had been infected with… ","","1",0,2,-0.4939,0,0.144,0.856,0.5,"LOW","NEG",87
"6641","The Weather Channel India","True",2021-03-09,"The recent emergence of new SARS-CoV-2 variants B.1.1.7 in the UK and B.1.351 in is of concern because… ","['SouthAfrica']","1",0,2,0,0,0,1,0.5,"LOW","NEU",87
"6642","The Weather Channel India","True",2021-03-09," developed by and significantly appear less effective against the coronavi… ","['COVID19Vaccines', 'Moderna', 'PfizerBioNTech']","2",0,3,0.4228,0.238,0,0.762,0.75,"LOW","POS",87
"6643","Jamal Najjar","False",2021-03-09,"Taking the vaccine is optional, taking a photo while taking the is mandatory 😅 Dose 2 💉… ","['COVID19', 'vaccine']","2",0,1,0.4215,0.174,0,0.826,0.25,"LOW","POS",87
"6644","Stephen Robert Honorio","False",2021-03-09,"My first dose of the COVID-19 vaccine...DONE ✅💉👊🏻🦠 Big thanks to the UAE government 🥰🇦🇪 ","['PfizerBioNTech', 'COVID19']","2",1,1,0.7096,0.179,0,0.821,1,"LOW","POS",87
"6645","Andreas Heim","False",2021-03-09," neutralizes Brazil variant in lab study ","['Pfizer', 'BioNTech', 'COVID', 'vaccine', 'vaccines']","3",0,0,0,0,0,1,0,"LOW","NEU",87
"6646","Ch.Amjad Ali","False",2021-03-09," neutralizes in lab study ","['COVID19', 'PfizerBiontech', 'COVID19Vaccine', 'BrazilVariant', 'pakustv', 'NYC', 'healthcare']","3",1,0,0,0,0,1,0.75,"LOW","NEU",87
"6647","Jack 🍀🍓🍒🥑🍗🍳🚴‍♂️☀️🇳🇱🎸","False",2021-03-09," Let wel enkel korte termijn! 👇👇 Of 64900, 40% received 60% received At least… ","['PfizerBiontech', 'Moderna']","2",0,0,0,0,0,1,0,"LOW","NEU",87
"6648","Jack 🍀🍓🍒🥑🍗🍳🚴‍♂️☀️🇳🇱🎸","False",2021-03-09,"Of 64900, 25929 (40%) received 38971 (60%) received At least 1 symptom survey was compl… ","['PfizerBiontech', 'Moderna']","2",0,0,0,0,0,1,0,"LOW","NEU",87
"6649","Douglas Herbert","True",2021-03-09,"As of Monday, some 60mln Americans have received at least one dose of a vaccine, while 31.5mln have been f… ","['Covid19']","1",0,2,0,0,0,1,0.5,"LOW","NEU",87
"6650","Mohammad Hajeyah MD. (KBA)","False",2021-03-09,"Long live ","['PfizerBiontech']","1",4,7,0,0,0,1,4.75,"AVG","NEU",87
"6651","الشارقة24","True",2021-03-09," vaccine neutralizes Brazil variant in lab study ","['PfizerBioNTech', 'Sharjah24']","2",0,0,0,0,0,1,0,"LOW","NEU",87
"6652","Robert Morton","False",2021-03-09," is bent on spreading that undermines confidence in the ","['Russia', 'disinformation', 'PfizerBiontech', 'COVID19', 'vaccine']","3",2,3,0.2263,0.26,0.189,0.551,2.25,"AVG","POS",87
"6653","cwrb1","False",2021-03-09,"We need to play hardball with We the price for mRNA vaccine is at least triple the others. Delayi… ","['PfizerBiontech']","1",0,0,0.34,0.118,0,0.882,0,"LOW","POS",87
"6654","Sanje","False",2021-03-08,"👇🏽 This! More good news!! ","['sciencewillwin', 'PfizerBiontech', 'CovidVaccine']","2",0,0,0.6211,0.289,0,0.711,0,"LOW","POS",86
"6655","L®i","False",2021-03-08,"✔️ 1st Covid-19 Vaccination (Pfizer) complete with only minor side effects 🥳 Thank you ","","1",0,0,0.6249,0.254,0,0.746,0,"LOW","POS",86
"6656","S. Payam Kamiab","False",2021-03-08,"846 recorded post-vaccination deaths in Denmark as of 10th february, after receiving the vaccine ac… ","['PfizerBioNTech']","1",3,6,0,0,0,1,3.75,"AVG","NEU",86
"6657","IamHloniphani |🇿🇼|🇿🇦|🇰🇪|🇸🇳|🇸🇿|🇬🇲","False",2021-03-08," demands Gvts to sign state assets (sovereignty) over for deals. ","['Pfizer', 'vaccine', 'PfizerBiontech', 'PfizerVaccine']","2",0,0,0.1779,0.159,0,0.841,0,"LOW","POS",86
"6658","scott goewey","False",2021-03-08,"Received my first shot of FREEDOM TODAY!!! ","['PfizerBiontech']","1",0,0,0.7788,0.492,0,0.508,0,"LOW","POS",86
"6659","M Morgan","False",2021-03-08,"Thank you and for running a smooth operation at… ","['tater']","1",0,0,0.3612,0.238,0,0.762,0,"LOW","POS",86
"6660","Mohammad Ally","False",2021-03-08,"Just finished vaccinating care home residents and staff for their 2nd doses! helping the ","['NHS']","1",0,3,0.69,0.322,0,0.678,0.75,"LOW","POS",86
"6661","PrijsVerschil","False",2021-03-08," will move 38 jobs from Zavemtem Belgium to LCC Roemenia a later 250 more. Sad how… ","['PfizerBiontech']","1",0,0,-0.5256,0,0.184,0.816,0,"LOW","NEG",86
"6662","_joanne10","False",2021-03-08,"We did our part, now it’s your turn. ","['seconddosevaccine', 'husbandandwife', 'cominghomesoon', 'PfizerBiontech']","2",0,2,0,0,0,1,0.5,"LOW","NEU",86
"6663","PrijsVerschil","False",2021-03-08," will eliminate 38 jobs from Zavemtem Belgium and move to LCC Roemenia and late… ","['PfizerBiontech']","1",0,0,0,0,0,1,0,"LOW","NEU",86
"6664","Hauns","False",2021-03-08,"One done one to go! ","['covid_19', 'vaccine', 'igottheshot', 'vaccinesaveslives', 'pfizerbiontech']","3",0,0,0,0,0,1,0,"LOW","NEU",86
"6665","Samira Jeimy","False",2021-03-08,"Thank you for distilling this information 🙌🏽 ","['COVID19', 'vaccine', 'mRNA', 'moderna', 'PfizerBiontech']","3",0,1,0.3612,0.2,0,0.8,0.25,"LOW","POS",86
"6666","PrijsVerschil","False",2021-03-08," will move 38 jobs from Zavemtem Belgium to LCC Roemenia a l… ","['PfizerBiontech']","1",0,0,0,0,0,1,0,"LOW","NEU",86
"6667","Health Policy Watch - Global Health News Reporting","False",2021-03-08,"Duration of protection - ""answer to this question requires passage of time, whatever the data shows"", ...t… ","['vaccine']","1",0,0,0,0,0,1,0,"LOW","NEU",86
"6668","SyedTashfinChowdhury","False",2021-03-08,"As a Bangladeshi, I'll pray that they will all work. It'd be better if some of these companies can tag with interna… ","","1",0,0,0.6369,0.206,0,0.794,0,"LOW","POS",86
"6669","Ijona skills","False",2021-03-08,"What to at Your Appointment to Get for COVID-19! These will help you know what to expect… ","['Expect', 'Vaccinated', 'tips']","2",0,0,0.4574,0.158,0,0.842,0,"LOW","POS",86
"6670","Citty Nicole","False",2021-03-08,"That morning after you get the and raise your arms without thinking to stretch and go… ","['PfizerBiontech', 'vaccination']","2",0,1,0,0,0,1,0.25,"LOW","NEU",86
"6671","Data Viz Is Sexy","False",2021-03-08,"Cumulative COVID-19 vaccination doses administered per 100 people. ","['COVID19', 'vaccine']","2",0,0,0,0,0,1,0,"LOW","NEU",86
"6672","DTT-NET English","False",2021-03-08,"...and more than 28,000 doses today ","['PfizerBiontech']","1",0,0,0,0,0,1,0,"LOW","NEU",86
"6673","SUR in English","False",2021-03-08,"Health minister in announces 4.8 million vaccines will arrive in April is confi… ","['Spain', 'PfizerBiontech']","2",0,0,0,0,0,1,0,"LOW","NEU",86
"6674","Gosia 💙 💉🛡🤜🏻🦠","False",2021-03-08," I joined the second dose club this Saturday 🥰 💙💙💙 💉🤜🏻🦠 ","['PfizerBioNtech']","1",0,1,0.9678,0.487,0,0.513,0.25,"LOW","POS",86
"6675","Mark 🎧🎶😷🔴⚪️💙","False",2021-03-17,"4 cases of anaphylaxis in Qld.. following vaccination within the last 48 hours 1 from 💉… ","['COVID19', 'PfizerBioNTech']","2",5,5,0,0,0,1,5,"AVG","NEU",95
"6676","bblume #VeteransResistSquadron #FBR #NoECT","False",2021-03-10,"Majority of U.S. Adults Support Government Action to Require Manufacturers Share Formulas, Forego P… ","['COVID19Vaccine']","1",0,0,0.5994,0.29,0,0.71,0,"LOW","POS",88
"6677","NSW Health","True",2021-03-10,"Both the and the COVID-19 vaccines have been shown to be extremely safe and eff… ","['PfizerBioNTech', 'OxfordAstraZeneca']","2",2,23,0.4927,0.186,0,0.814,7.25,"AVG","POS",88
"6678","www.THEPIGEONEXPRESS.com","False",2021-03-10,"Pfizer-BioNTech vaccine significantly effective against Covid-19 strains in Brazil, UK and South Africa… ","","1",1,1,0.2263,0.19,0.135,0.675,1,"LOW","POS",88
"6679","RapidLeaks","False",2021-03-10,"A new study suggests that the can protect people against the concerning… ","['PfizerBiontech', 'COVID19Vaccine']","2",0,0,0.3818,0.191,0,0.809,0,"LOW","POS",88
"6680","Qatar Day- Pulse of Nation","False",2021-03-10,"The from Inc and BioNTech SE was able to neutralize a new variant of the coronavirus spre… ","['COVID19', 'vaccine', 'Pfizer']","2",0,0,0,0,0,1,0,"LOW","NEU",88
"6681","LatestLY","True",2021-03-10,"Pfizer-BioNTech COVID-19 Vaccine Can Protect Against Brazil Variant, Says Study ","","1",0,0,0.3818,0.224,0,0.776,0,"LOW","POS",88
"6682","Mystic Patriot","False",2021-03-10," really? Shane on Pfizer Biontech for Blackmailing poor countries. ","['PfizerBiontech', 'PfizerProud']","2",0,0,-0.4767,0,0.279,0.721,0,"LOW","NEG",88
"6683","Milla","False",2021-03-10,"Another reason why good parenting &amp; a solid education are important. ","['sciencewillwin', 'PfizerBiontech']","2",0,1,0.6486,0.441,0,0.559,0.25,"LOW","POS",88
"6684","CAT","False",2021-03-10,"Ok, on the update...moments after posting the tweet below, I began having chills &amp; at the same time, flushe… ","['update']","1",0,0,0,0,0,1,0,"LOW","NEU",88
"6685","Kyle Bro","False",2021-03-10,"Dose number one is done. ","['CovidVaccine', 'PfizerBiontech', 'GetVaccinated']","2",1,2,0.0772,0.245,0,0.755,1.25,"AVG","POS",88
"6686","Aru Sivananthan 🇬🇧 🇦🇺","False",2021-03-10,"Without exception every clinician I have spoken to within and outside the U.K. are of the view the ","['PfizerBiontech']","1",0,0,0,0,0,1,0,"LOW","NEU",88
"6687","CAT","False",2021-03-10," vaccine - “the day after” UPDATE: 24hrs ago I rec’d my 1st dose of the . Symp… ","['PfizerBiontech', 'CovidVaccine']","2",0,0,0,0,0,1,0,"LOW","NEU",88
"6688","Emily 👩🏽‍🔬","False",2021-03-10,"By far the best selfie I've ever taken 💉👩🏽‍🔬 ","['vaxxie', 'fauciouchie', 'CovidVaccine', 'vaccinated', 'fuckyouCOVID', 'COVID']","3",0,1,0.6369,0.244,0,0.756,0.25,"LOW","POS",88
"6689","voyager_2000","False",2021-03-09,"This surely instills trust in the safety of their ","['Covid19', 'vaccine', 'Coronavirus', 'sarscov2', 'mRNA', 'BioNTech']","3",0,0,0.8402,0.6,0,0.4,0,"LOW","POS",87
"6690","Kevin Breuer","False",2021-03-09,"Thanks to the for the today! ","['COVID19Vaccine', 'Pfizer', 'PfizerVaccine', 'PfizerBiontech']","2",0,3,0.4926,0.39,0,0.61,0.75,"LOW","POS",87
"6691","Andy Macho Dan Rather","False",2021-03-09,"Got my first dose today. I suddenly have the urge to play Xbox. Weird. ","['PfizerBiontech', 'CovidVaccine', 'pfizer']","2",0,1,0.1779,0.149,0.106,0.745,0.25,"LOW","POS",87
"6692","Maren31🌺🇩🇪🇪🇺","False",2021-03-09,"Exactly, its normaly not recommanded with Pfizer &amp; Moderna vaccine , and also with Astrazeneca because not enough… ","","1",0,1,0,0,0,1,0.25,"LOW","NEU",87
"6693","Laura","False",2021-03-09,"One down, one to go. I don't recommend having co-morbidities to get the vaccine sooner. I will continue to mask, d… ","","1",0,7,-0.2755,0,0.095,0.905,1.75,"AVG","NEG",87
"6694","Lucy Heath 💙","False",2021-03-09,"Second dose of received today in the beautiful Margam Park Orangery, administered by one of my previ… ","['PfizerVaccine']","1",1,6,0.5994,0.196,0,0.804,2.25,"AVG","POS",87
"6695","EvrythngisF*ckd!","False",2021-03-09,"Got my first poke today! One down, one to go. ","['CovidVaccine', 'GetVaccinated', 'FirstDose', 'PfizerBiontech']","2",0,0,0,0,0,1,0,"LOW","NEU",87
"6696","Flying Eze","False",2021-03-09,"MLHU extends max time between COVID-19 vaccine doses to 112 days ","['Health', 'Coronavirus', 'Covid', 'London']","2",0,0,0.128,0.13,0,0.87,0,"LOW","POS",87
"6697","NasNaz","False",2021-03-09,"I just got my first dose of the COVID-19 vaccine. This is truly one of the most profound moments of gratitude I hav… ","","1",0,1,0.7351,0.228,0,0.772,0.25,"LOW","POS",87
"6698","Sagal M. Ashour","False",2021-03-09,"Thanks to the awesome vaccination team at St Mary’s Hospital for administering my 2nd dose of… ","","1",3,14,0.7906,0.333,0,0.667,5.75,"AVG","POS",87
"6699","Info-jeevi","False",2021-03-09,"When will the vaccine available in India? ","['PfizerBiontech']","1",0,0,0,0,0,1,0,"LOW","NEU",87
"6700","Jamie Harris 😷💙 #oxygengeek #ihavebeenvaccinated","False",2021-03-09,"Glad to have my second dose of Covid-19 vaccine today from the Durham hospital hub. invested in installin… ","","1",0,31,0.4588,0.15,0,0.85,7.75,"AVG","POS",87
"6701","Dr. Megsquito 🦟🔬","False",2021-03-09,"Thanks Science! Pfizer Dose 2 - let’s make some more antibodies! ","['VaccinesWork', 'PfizerBiontech', 'wearthedamnmask']","2",0,8,0.5399,0.258,0,0.742,2,"AVG","POS",87
"6702","Dr Peter Bai James","False",2021-03-09,"A nationwide study in Israel suggests that the is effective for a wide range… ","['vaccination', 'PfizerBiontech', 'vaccine']","2",0,4,0.4767,0.193,0,0.807,1,"LOW","POS",87
"6703","Emily 💙","False",2021-03-09,"So happy to have received my second vaccine today, Thank You ... to the incredible vaccination team...… ","","1",1,2,0.7574,0.302,0,0.698,1.25,"AVG","POS",87
"6704","Daniel.","False",2021-03-09,"Done! ","['MiVacuna', 'PfizerBiontech']","2",0,8,0,0,0,1,2,"AVG","NEU",87
"6705","Mari • ᗩᑎᑭᗩᑎᗰᗩᑎ","False",2021-03-09,"Just got my first Covid vaccine 💉 hope I don’t get any side effects! I’ll keep you posted.... ","['CovidVaccine']","1",1,2,0.4926,0.158,0,0.842,1.25,"AVG","POS",87
"6706","CarpathianViking","False",2021-03-09,"The Hardly given their demands for cooling. ","['Xi', 'Putin', 'vaccines', 'PfizerBiontech', 'Moderna']","3",0,0,0,0,0,1,0,"LOW","NEU",87
"6707","Vincenzo","False",2021-03-09,"THANK YOU FOR MY VACCINE...💚 ","['PfizerBiontech']","1",0,0,0.8143,0.598,0,0.402,0,"LOW","POS",87
"6708","Villa Healthcare","False",2021-03-09,"(2/2) is committed to knocking out 🦸💜 ","['CedarsAtStLouisPark', 'COVID19', 'WeCanEndThis', 'GetVaccinated', 'Villa']","3",0,2,0.743,0.474,0,0.526,0.5,"LOW","POS",87
"6709","Villa Healthcare","False",2021-03-09,"(1/2) is committed to knocking out 🦸💜 ","['CedarsAtStLouisPark', 'COVID19', 'WeCanEndThis', 'GetVaccinated', 'Villa']","3",0,2,0.743,0.474,0,0.526,0.5,"LOW","POS",87
"6710","Filby Rides Again","False",2021-03-14,"The Remove the spaces, the link is 'potentially harmful'. IOW, don't do any thinking o… ","['PfizerBioNTech', 'vaccine']","2",0,0,0,0,0,1,0,"LOW","NEU",92
"6711","GG - 💜💍🐶😷🦩🌴🥑🤓🥂","False",2021-03-12,"Got my first Pfizer vaccine today! Second jab scheduled for April 2. ","['FauciOuchie', 'PfizerBiontech', 'Pfizer']","2",0,5,0,0,0,1,1.25,"AVG","NEU",90
"6712","News.Az","False",2021-03-11," orders extra 4 million doses from ","['EU', 'vaccine', 'PfizerBiontech']","2",0,1,0,0,0,1,0.25,"LOW","NEU",89
"6713","yany","False",2021-03-11,"Alhamdulillah we already vaccinated💉 ","['lindungdirilindungsemua', 'vaksinselamat', 'pfizerbiontech', 'comirnaty']","2",0,0,0,0,0,1,0,"LOW","NEU",89
"6714","Hans Tenk","False",2021-03-11,"How mRNA Vaccine works... ","['coronavirus', 'coronavaccin', 'coronavaccinatie', 'PfizerBioNTech', 'Moderna']","3",1,1,0,0,0,1,1,"LOW","NEU",89
"6715","CHEManager International","False",2021-03-11,"The is piling on fresh orders for the President said Brussels… ","['PfizerBiontech', 'vaccine']","2",0,0,0.3182,0.187,0,0.813,0,"LOW","POS",89
"6716","Yahoo India","True",2021-03-11,"Pfizer Wants to Make Vaccine in India if Faster Clearance, Export Freedom Assured: Report ","","1",0,3,0.7717,0.358,0,0.642,0.75,"LOW","POS",89
"6717","CarpathianViking","False",2021-03-11,"What is sad with this 'statement' is that no credit is given to who let tax-payers pay for t… ","['AngelaMerkel', 'German']","2",0,0,-0.6892,0,0.295,0.705,0,"LOW","NEG",89
"6718","lainey ♪ ♥ 레이니","False",2021-03-11,"does getting vaccinated grant us full immunity? will it allow us to freely? can we exchange virtual hugs fo… ","['travel']","1",1,1,0.8708,0.42,0,0.58,1,"LOW","POS",89
"6719","PrijsVerschil","False",2021-03-11," will eliminate 38 jobs from Zavemtem Belgium and move to LCC Roeme… ","['PfizerBiontech']","1",0,0,0,0,0,1,0,"LOW","NEU",89
"6720","News Medical","False",2021-03-11," Danish study on the efficacy of Pfizer/BioNTech SARS-CoV-2 vaccine after first and second dose… ","","1",0,0,0,0,0,1,0,"LOW","NEU",89
"6721","News Medical","False",2021-03-11,"Danish study on the efficacy of Pfizer/BioNTech SARS-CoV-2 vaccine after first and second dose… ","","1",0,1,0,0,0,1,0.25,"LOW","NEU",89
"6722","🇺🇸🌺LotusFlowah 😷#MaskUpTexas 💉#GetVaccinated","False",2021-03-11,"1st dose down. ","['grateful', 'COVID19', 'CovidVaccine', 'PfizerBiontech']","2",0,1,0,0,0,1,0.25,"LOW","NEU",89
"6723","SFTweets","False",2021-03-11," started working on vaccine in JANUARY 2 months BEFORE said was a proble… ","['PfizerBiontech', 'Trump', 'CoronavirusPandemic']","2",0,0,0,0,0,1,0,"LOW","NEU",89
"6724","Gordon Loh","False",2021-03-11,"Jab 2 done. ","['CovidVaccine', 'PfizerBiontech']","2",0,5,0,0,0,1,1.25,"AVG","NEU",89
"6725","Vaughn A. (Vonny!)","False",2021-03-11,"So uh my whole family just took the Pfizer vaccine without telling me... ","['PfizerBiontech', 'FOMO']","2",0,0,0,0,0,1,0,"LOW","NEU",89
"6726","Carla Nowosad","False",2021-03-11,"Second dose of vaccine in my arm! Very happy immunologist right here at (which, by th… ","['PfizerBiontech']","1",1,23,0.6468,0.222,0,0.778,6.5,"AVG","POS",89
"6727","ChristinaDeweyMD","False",2021-03-10," to get back to So excited to be back at the studio today &amp; to be ","['ThisIsOurShot', 'PureBarre', 'FullyVaccinated']","2",4,16,0.4795,0.172,0,0.828,7,"AVG","POS",88
"6728","tredeger","False",2021-03-10,"Got chipped today. Do I have to wait for the second dose to discover my super powers? ","['PfizerBiontech']","1",0,1,0.5994,0.196,0,0.804,0.25,"LOW","POS",88
"6729","Hope Island 1Plateau","False",2021-03-10," &amp; VACCINE'S ARE HERE AND STIMUL… ","['oneplateau', 'Stimulus', 'vaccines', 'PfizerBiontech', 'Moderna', 'JohnsonAndJohnsonVaccine']","3",0,0,0,0,0,1,0,"LOW","NEU",88
"6730","Matthias Burkhalter","False",2021-03-10," says 600 given had no serious side-effects - ","['Israel', 'children', 'Covidjab', 'CovidVaccine', 'VaccinEquity']","3",1,2,0.0572,0.149,0,0.851,1.25,"AVG","POS",88
"6731","Dan Beauchamp","False",2021-03-10,"Got my first today! Finally am seeing light at the end of the long tunnel. Can't wait to see my… ","['FauciOuchie']","1",0,0,0,0,0,1,0,"LOW","NEU",88
"6732","New Straits Times","True",2021-03-10," has returned a total of 585 damaged vials of the Covid-19 vaccine to the manuf… ","['NSTnation', 'Malaysia', 'PfizerBioNTech']","2",1,0,-0.4877,0,0.184,0.816,0.75,"LOW","NEG",88
"6733","Zamir Realpe","False",2021-03-10,"Primera Dosis 10-03-3021 I'm Very Happy, ","['PfizerBiontech', 'Covid_19', 'YoMeVacuno']","2",0,4,0.6115,0.444,0,0.556,1,"LOW","POS",88
"6734","​🇪​🇷​🇮​🇨​🇰 ​ 🇲 🇸","False",2021-03-10," 🇵🇦 hoy llegó al país el quinto lote de con 4️⃣2️⃣,2️⃣1️⃣0️⃣ dosis de 💉 co… ","['Panamá', '10marzo', 'vacunas', 'PfizerBiontech']","2",0,0,0,0,0,1,0,"LOW","NEU",88
"6735","New Straits Times","True",2021-03-10," said on Tuesday it had bought an additional three million doses of the Covid… ","['NSTworld', 'Switzerland', 'PfizerBioNTech']","2",1,6,0,0,0,1,2.25,"AVG","NEU",88
"6736","PrijsVerschil","False",2021-03-10," will eliminate 38 jobs from Zavemtem Belgium and move to LCC Roemenia and lat… ","['PfizerBiontech', 'Pfizer']","2",0,0,0,0,0,1,0,"LOW","NEU",88
"6737","leisuremedia.com","False",2021-03-10,"COVID vaccine less effective in people with obesity ","['Obesity', 'fitness', 'PfizerBioNTech', 'COVID19', 'coronavirus']","3",0,0,0.4228,0.286,0,0.714,0,"LOW","POS",88
"6738","C&P Primary Care Research","False",2021-03-10,"New data from Addenbrooke's Hospital in Cambridge suggests that a single dose of the Pfizer BioNTech vaccine can re… ","","1",0,0,0,0,0,1,0,"LOW","NEU",88
